#YY,MM,DD,hh,mm,WDIR,WSPD,GDR,GST,GTIME
2012,1,4,10,40,187,9.4,999,99,9999
2012,1,4,10,50,186,9.8,195,12.5,955
2012,1,4,11,0,187,9.8,999,99,9999
2012,1,4,11,10,188,10.1,999,99,9999
2012,1,4,11,20,188,10.2,999,99,9999
2012,1,4,11,30,189,10,999,99,9999
2012,1,4,11,40,190,10,999,99,9999
2012,1,4,11,50,191,10,197,13,1139
2012,1,4,12,0,191,9.8,999,99,9999
2012,1,4,12,10,191,9.8,999,99,9999
2012,1,4,12,20,193,10,999,99,9999
2012,1,4,12,30,194,9.9,999,99,9999
2012,1,4,12,40,195,10,999,99,9999
2012,1,4,12,50,194,10.1,191,12.3,1224
2012,1,4,13,0,193,10.1,999,99,9999
2012,1,4,13,10,195,10.4,999,99,9999
2012,1,4,13,20,193,10.5,999,99,9999
2012,1,4,13,30,193,10.1,999,99,9999
2012,1,4,13,40,193,9.9,999,99,9999
2012,1,4,13,50,193,10.1,194,12.9,1341
2012,1,4,14,0,195,10.1,999,99,9999
2012,1,4,14,10,197,10.1,999,99,9999
2012,1,4,14,20,197,10,999,99,9999
2012,1,4,14,30,198,9.8,999,99,9999
2012,1,4,14,40,199,10.3,999,99,9999
2012,1,4,14,50,201,9.7,188,12.4,1350
2012,1,4,15,0,201,9.9,999,99,9999
2012,1,4,15,10,202,10,999,99,9999
2012,1,4,15,20,201,10,999,99,9999
2012,1,4,15,30,200,9.8,999,99,9999
2012,1,4,15,40,200,9.3,999,99,9999
2012,1,4,15,50,201,9.6,198,12.6,1512
2012,1,4,16,0,203,9.7,999,99,9999
2012,1,4,16,10,204,9.6,999,99,9999
2012,1,4,16,20,206,9.4,999,99,9999
2012,1,4,16,30,208,9,999,99,9999
2012,1,4,16,40,213,8.3,999,99,9999
2012,1,4,16,50,229,9.1,204,12,1553
2012,1,4,17,0,257,7.8,999,99,9999
2012,1,4,17,10,258,7,999,99,9999
2012,1,4,17,20,256,5.4,999,99,9999
2012,1,4,17,30,257,6,999,99,9999
2012,1,4,17,40,248,6.1,999,99,9999
2012,1,4,17,50,248,5.6,251,10.1,1650
2012,1,4,18,0,239,4.7,999,99,9999
2012,1,4,18,10,232,4.4,999,99,9999
2012,1,4,18,20,220,4.3,999,99,9999
2012,1,4,18,30,213,4.1,999,99,9999
2012,1,4,18,40,210,4.3,999,99,9999
2012,1,4,18,50,207,4.1,246,6.2,1750
2012,1,4,19,0,203,3.8,999,99,9999
2012,1,4,19,10,202,4.1,999,99,9999
2012,1,4,19,20,200,4,999,99,9999
2012,1,4,19,30,190,4,999,99,9999
2012,1,4,19,40,186,4.4,999,99,9999
2012,1,4,19,50,182,4.5,221,5.7,1903
2012,1,4,20,0,178,4.7,999,99,9999
2012,1,4,20,10,175,4.8,999,99,9999
2012,1,4,20,20,190,4.6,999,99,9999
2012,1,4,20,30,192,4.5,999,99,9999
2012,1,4,20,40,192,4.4,999,99,9999
2012,1,4,20,50,189,4.1,206,5.8,2012
2012,1,4,21,0,192,4.2,999,99,9999
2012,1,4,21,10,198,4.3,999,99,9999
2012,1,4,21,20,200,4.4,999,99,9999
2012,1,4,21,30,202,4.4,999,99,9999
2012,1,4,21,40,205,4.5,999,99,9999
2012,1,4,21,50,210,4.7,221,6.3,2145
2012,1,4,22,0,210,4.7,999,99,9999
2012,1,4,22,10,210,4.4,999,99,9999
2012,1,4,22,20,215,4.5,999,99,9999
2012,1,4,22,30,219,4.4,999,99,9999
2012,1,4,22,40,224,4.6,999,99,9999
2012,1,4,22,50,226,4.7,219,6.3,2151
2012,1,4,23,0,229,4.7,999,99,9999
2012,1,4,23,10,229,4.7,999,99,9999
2012,1,4,23,20,231,4.7,999,99,9999
2012,1,4,23,30,232,4.5,999,99,9999
2012,1,4,23,40,238,4.7,999,99,9999
2012,1,4,23,50,239,4.5,241,6.6,2313
2012,1,5,0,0,232,4,999,99,9999
2012,1,5,0,10,237,4,999,99,9999
2012,1,5,0,20,241,4.2,999,99,9999
2012,1,5,0,30,239,4,999,99,9999
2012,1,5,0,40,237,4,999,99,9999
2012,1,5,0,50,240,4,246,5.6,4
2012,1,5,1,0,246,4.2,999,99,9999
2012,1,5,1,10,245,4.3,999,99,9999
2012,1,5,1,20,254,4.3,999,99,9999
2012,1,5,1,30,255,3.6,999,99,9999
2012,1,5,1,40,257,3.6,999,99,9999
2012,1,5,1,50,266,3.8,258,6.2,115
2012,1,5,2,0,274,3.7,999,99,9999
2012,1,5,2,10,276,4,999,99,9999
2012,1,5,2,20,283,4.1,999,99,9999
2012,1,5,2,30,291,4.1,999,99,9999
2012,1,5,2,40,300,4.2,999,99,9999
2012,1,5,2,50,309,3.7,293,5.7,235
2012,1,5,3,0,310,3.5,999,99,9999
2012,1,5,3,10,313,3.3,999,99,9999
2012,1,5,3,20,311,3.3,999,99,9999
2012,1,5,3,30,312,3.2,999,99,9999
2012,1,5,3,40,314,3.1,999,99,9999
2012,1,5,3,50,314,3,299,4.7,252
2012,1,5,4,0,311,3.3,999,99,9999
2012,1,5,4,10,318,3.4,999,99,9999
2012,1,5,4,20,327,3.9,999,99,9999
2012,1,5,4,30,330,4,999,99,9999
2012,1,5,4,40,332,4,999,99,9999
2012,1,5,4,50,334,4.2,316,5.5,448
2012,1,5,5,0,330,4.3,999,99,9999
2012,1,5,5,10,329,4.1,999,99,9999
2012,1,5,5,20,332,4.5,999,99,9999
2012,1,5,5,30,331,4.7,999,99,9999
2012,1,5,5,40,331,4.6,999,99,9999
2012,1,5,5,50,336,4.6,325,6,530
2012,1,5,6,0,338,4.4,999,99,9999
2012,1,5,6,10,336,4.6,999,99,9999
2012,1,5,6,20,336,4.6,999,99,9999
2012,1,5,6,30,335,4.8,999,99,9999
2012,1,5,6,40,337,4.5,999,99,9999
2012,1,5,6,50,337,4.7,316,6.4,640
2012,1,5,7,0,332,4.8,999,99,9999
2012,1,5,7,10,338,5,999,99,9999
2012,1,5,7,20,338,5.2,999,99,9999
2012,1,5,7,30,338,5.5,999,99,9999
2012,1,5,7,40,335,5.7,999,99,9999
2012,1,5,7,50,337,5.8,329,7.4,740
2012,1,5,8,0,337,5.7,999,99,9999
2012,1,5,8,10,339,5.3,999,99,9999
2012,1,5,8,20,339,5.4,999,99,9999
2012,1,5,8,30,338,5.4,999,99,9999
2012,1,5,8,40,338,5.8,999,99,9999
2012,1,5,8,50,337,5.8,334,7.4,833
2012,1,5,9,0,342,5.7,999,99,9999
2012,1,5,9,10,339,5.5,999,99,9999
2012,1,5,9,20,340,5.4,999,99,9999
2012,1,5,9,30,339,6,999,99,9999
2012,1,5,9,40,339,6.4,999,99,9999
2012,1,5,9,50,338,6.2,333,7.6,931
2012,1,5,10,0,338,6,999,99,9999
2012,1,5,10,10,337,6.4,999,99,9999
2012,1,5,10,20,335,6.6,999,99,9999
2012,1,5,10,30,337,6.8,999,99,9999
2012,1,5,10,40,336,6.8,999,99,9999
2012,1,5,10,50,340,6.7,329,8.4,1034
2012,1,5,11,0,343,6.5,999,99,9999
2012,1,5,11,10,340,6.3,999,99,9999
2012,1,5,11,20,344,5.9,999,99,9999
2012,1,5,11,30,344,6.2,999,99,9999
2012,1,5,11,40,344,6.2,999,99,9999
2012,1,5,11,50,343,6.5,337,8.1,1057
2012,1,5,12,0,341,6.7,999,99,9999
2012,1,5,12,10,341,6.4,999,99,9999
2012,1,5,12,20,342,6.6,999,99,9999
2012,1,5,12,30,342,6.8,999,99,9999
2012,1,5,12,40,339,6.7,999,99,9999
2012,1,5,12,50,341,7.1,336,8.7,1248
2012,1,5,13,0,341,7.1,999,99,9999
2012,1,5,13,10,342,7,999,99,9999
2012,1,5,13,20,342,6.7,999,99,9999
2012,1,5,13,30,342,6.3,999,99,9999
2012,1,5,13,40,341,6.3,999,99,9999
2012,1,5,13,50,348,6,353,9.3,1255
2012,1,5,14,0,349,5.9,999,99,9999
2012,1,5,14,10,351,6,999,99,9999
2012,1,5,14,20,352,6,999,99,9999
2012,1,5,14,30,355,6.3,999,99,9999
2012,1,5,14,40,349,6.2,999,99,9999
2012,1,5,14,50,353,6,329,7.7,1404
2012,1,5,15,0,352,5.7,999,99,9999
2012,1,5,15,10,355,6,999,99,9999
2012,1,5,15,20,360,6,999,99,9999
2012,1,5,15,30,349,6.1,999,99,9999
2012,1,5,15,40,354,6,999,99,9999
2012,1,5,15,50,357,5.5,3,7.3,1512
2012,1,5,16,0,351,5.7,999,99,9999
2012,1,5,16,10,356,5.4,999,99,9999
2012,1,5,16,20,353,5.3,999,99,9999
2012,1,5,16,30,353,5.5,999,99,9999
2012,1,5,16,40,350,4.8,999,99,9999
2012,1,5,16,50,347,5.1,358,6.9,1557
2012,1,5,17,0,349,5,999,99,9999
2012,1,5,17,10,358,5.1,999,99,9999
2012,1,5,17,20,354,4.8,999,99,9999
2012,1,5,17,30,1,4.5,999,99,9999
2012,1,5,17,40,6,4.3,999,99,9999
2012,1,5,17,50,3,4.2,339,6.2,1655
2012,1,5,18,0,11,4.1,999,99,9999
2012,1,5,18,10,6,3.5,999,99,9999
2012,1,5,18,20,6,3.3,999,99,9999
2012,1,5,18,30,7,3.4,999,99,9999
2012,1,5,18,40,8,3.8,999,99,9999
2012,1,5,18,50,7,3.4,36,6.2,1750
2012,1,5,19,0,358,4.1,999,99,9999
2012,1,5,19,10,354,3.9,999,99,9999
2012,1,5,19,20,355,3.4,999,99,9999
2012,1,5,19,30,358,3.7,999,99,9999
2012,1,5,19,40,358,3.4,999,99,9999
2012,1,5,19,50,13,3.1,13,5.5,1852
2012,1,5,20,0,13,3.5,999,99,9999
2012,1,5,20,10,22,4.2,999,99,9999
2012,1,5,20,20,20,4,999,99,9999
2012,1,5,20,30,18,3.8,999,99,9999
2012,1,5,20,40,32,3.9,999,99,9999
2012,1,5,20,50,29,3.8,32,6,2004
2012,1,5,21,0,26,4.6,999,99,9999
2012,1,5,21,10,20,4.7,999,99,9999
2012,1,5,21,20,21,3.9,999,99,9999
2012,1,5,21,30,27,3.9,999,99,9999
2012,1,5,21,40,20,3.9,999,99,9999
2012,1,5,21,50,19,4.1,45,6.3,2057
2012,1,5,22,0,29,4,999,99,9999
2012,1,5,22,10,24,3.7,999,99,9999
2012,1,5,22,20,16,3.5,999,99,9999
2012,1,5,22,30,17,4.8,999,99,9999
2012,1,5,22,40,19,4.9,999,99,9999
2012,1,5,22,50,18,4.5,32,7.1,2233
2012,1,5,23,0,21,4.3,999,99,9999
2012,1,5,23,10,21,3.8,999,99,9999
2012,1,5,23,20,22,3.9,999,99,9999
2012,1,5,23,30,27,3.8,999,99,9999
2012,1,5,23,40,24,3.7,999,99,9999
2012,1,5,23,50,21,3.6,32,5.8,2257
2012,1,6,0,0,26,3.1,999,99,9999
2012,1,6,0,10,13,3.6,999,99,9999
2012,1,6,0,20,23,3.4,999,99,9999
2012,1,6,0,30,15,3.1,999,99,9999
2012,1,6,0,40,16,3.3,999,99,9999
2012,1,6,0,50,21,4,44,5.7,2
2012,1,6,1,0,21,4,999,99,9999
2012,1,6,1,10,18,4,999,99,9999
2012,1,6,1,20,22,4,999,99,9999
2012,1,6,1,30,16,4.3,999,99,9999
2012,1,6,1,40,27,4.1,999,99,9999
2012,1,6,1,50,26,4,40,6,100
2012,1,6,2,0,22,3.4,999,99,9999
2012,1,6,2,10,38,3.4,999,99,9999
2012,1,6,2,20,22,3.5,999,99,9999
2012,1,6,2,30,12,3.5,999,99,9999
2012,1,6,2,40,6,2.8,999,99,9999
2012,1,6,2,50,15,3.6,56,5.2,201
2012,1,6,3,0,358,3.9,999,99,9999
2012,1,6,3,10,355,5.2,999,99,9999
2012,1,6,3,20,8,4.9,999,99,9999
2012,1,6,3,30,22,5,999,99,9999
2012,1,6,3,40,17,4.5,999,99,9999
2012,1,6,3,50,9,5,353,6.8,306
2012,1,6,4,0,17,5.1,999,99,9999
2012,1,6,4,10,18,5,999,99,9999
2012,1,6,4,20,13,4.6,999,99,9999
2012,1,6,4,30,359,4.2,999,99,9999
2012,1,6,4,40,342,4.3,999,99,9999
2012,1,6,4,50,339,6.3,342,8.4,449
2012,1,6,5,0,353,6.5,999,99,9999
2012,1,6,5,10,335,5.3,999,99,9999
2012,1,6,5,20,322,5.2,999,99,9999
2012,1,6,5,30,311,5.6,999,99,9999
2012,1,6,5,40,300,5.6,999,99,9999
2012,1,6,5,50,273,4.7,339,8.2,455
2012,1,6,6,0,272,3.9,999,99,9999
2012,1,6,6,10,261,3.5,999,99,9999
2012,1,6,6,20,266,4,999,99,9999
2012,1,6,6,30,271,4,999,99,9999
2012,1,6,6,40,260,2.7,999,99,9999
2012,1,6,6,50,260,0.8,274,6.1,554
2012,1,6,7,0,331,1.3,999,99,9999
2012,1,6,7,10,326,1.5,999,99,9999
2012,1,6,7,20,306,2,999,99,9999
2012,1,6,7,30,294,2,999,99,9999
2012,1,6,7,40,334,2.7,999,99,9999
2012,1,6,7,50,321,5.2,313,8.2,749
2012,1,6,8,0,310,7.2,999,99,9999
2012,1,6,8,10,310,7,999,99,9999
2012,1,6,8,20,307,5.9,999,99,9999
2012,1,6,8,30,312,5.1,999,99,9999
2012,1,6,8,40,325,4.9,999,99,9999
2012,1,6,8,50,312,2.2,315,9.3,802
2012,1,6,9,0,312,1.6,999,99,9999
2012,1,6,9,10,353,3.6,999,99,9999
2012,1,6,9,20,15,5.1,999,99,9999
2012,1,6,9,30,20,3.6,999,99,9999
2012,1,6,9,40,360,4,999,99,9999
2012,1,6,9,50,324,5.3,323,7.8,938
2012,1,6,10,0,335,4.2,999,99,9999
2012,1,6,10,10,351,4.5,999,99,9999
2012,1,6,10,20,338,4.5,999,99,9999
2012,1,6,10,30,342,4.8,999,99,9999
2012,1,6,10,40,342,4.9,999,99,9999
2012,1,6,10,50,346,4.7,335,7.1,1036
2012,1,6,11,0,350,4.3,999,99,9999
2012,1,6,11,10,355,4.2,999,99,9999
2012,1,6,11,20,354,4.9,999,99,9999
2012,1,6,11,30,349,4.8,999,99,9999
2012,1,6,11,40,343,5.5,999,99,9999
2012,1,6,11,50,336,5.7,333,7.7,1149
2012,1,6,12,0,339,5.4,999,99,9999
2012,1,6,12,10,335,4.8,999,99,9999
2012,1,6,12,20,339,5.2,999,99,9999
2012,1,6,12,30,334,5.2,999,99,9999
2012,1,6,12,40,333,5.3,999,99,9999
2012,1,6,12,50,332,5.3,314,7.7,1244
2012,1,6,13,0,336,5,999,99,9999
2012,1,6,13,10,333,5.2,999,99,9999
2012,1,6,13,20,341,5,999,99,9999
2012,1,6,13,30,336,4.9,999,99,9999
2012,1,6,13,40,341,5.4,999,99,9999
2012,1,6,13,50,345,5.1,341,6.9,1340
2012,1,6,14,0,346,5.3,999,99,9999
2012,1,6,14,10,343,5.2,999,99,9999
2012,1,6,14,20,339,4.4,999,99,9999
2012,1,6,14,30,351,4.4,999,99,9999
2012,1,6,14,40,344,5.2,999,99,9999
2012,1,6,14,50,349,5.3,331,7.2,1432
2012,1,6,15,0,7,5.3,999,99,9999
2012,1,6,15,10,356,4.5,999,99,9999
2012,1,6,15,20,356,5.8,999,99,9999
2012,1,6,15,30,360,5.6,999,99,9999
2012,1,6,15,40,352,5.8,999,99,9999
2012,1,6,15,50,352,6.7,350,8.2,1541
2012,1,6,16,0,355,6.6,999,99,9999
2012,1,6,16,10,349,6.5,999,99,9999
2012,1,6,16,20,351,6,999,99,9999
2012,1,6,16,30,351,6.6,999,99,9999
2012,1,6,16,40,356,6.5,999,99,9999
2012,1,6,16,50,355,6.9,340,8.9,1625
2012,1,6,17,0,360,6.7,999,99,9999
2012,1,6,17,10,353,6.9,999,99,9999
2012,1,6,17,20,357,7.4,999,99,9999
2012,1,6,17,30,1,6.9,999,99,9999
2012,1,6,17,40,1,7.2,999,99,9999
2012,1,6,17,50,4,7,339,9.1,1651
2012,1,6,18,0,8,6,999,99,9999
2012,1,6,18,10,14,5.4,999,99,9999
2012,1,6,18,20,21,5.9,999,99,9999
2012,1,6,18,30,17,5.4,999,99,9999
2012,1,6,18,40,13,6.2,999,99,9999
2012,1,6,18,50,16,6,12,8.1,1754
2012,1,6,19,0,14,6.2,999,99,9999
2012,1,6,19,10,16,5.3,999,99,9999
2012,1,6,19,20,11,5.1,999,99,9999
2012,1,6,19,30,10,5.1,999,99,9999
2012,1,6,19,40,15,4.6,999,99,9999
2012,1,6,19,50,22,4.8,26,7.7,1859
2012,1,6,20,0,26,4.3,999,99,9999
2012,1,6,20,10,26,4.4,999,99,9999
2012,1,6,20,20,15,4.9,999,99,9999
2012,1,6,20,30,5,4.4,999,99,9999
2012,1,6,20,40,10,4.4,999,99,9999
2012,1,6,20,50,12,4.1,358,6.9,2035
2012,1,6,21,0,16,3.8,999,99,9999
2012,1,6,21,10,17,4.1,999,99,9999
2012,1,6,21,20,20,4.5,999,99,9999
2012,1,6,21,30,14,4.1,999,99,9999
2012,1,6,21,40,23,4.3,999,99,9999
2012,1,6,21,50,15,4.5,10,6.4,2142
2012,1,6,22,0,8,4.1,999,99,9999
2012,1,6,22,10,25,4.4,999,99,9999
2012,1,6,22,20,12,4.2,999,99,9999
2012,1,6,22,30,11,3.5,999,99,9999
2012,1,6,22,40,17,4.2,999,99,9999
2012,1,6,22,50,14,3.2,19,6.3,2238
2012,1,6,23,0,5,4.2,999,99,9999
2012,1,6,23,10,1,4.1,999,99,9999
2012,1,6,23,20,12,4.2,999,99,9999
2012,1,6,23,30,16,4.5,999,99,9999
2012,1,6,23,40,18,4,999,99,9999
2012,1,6,23,50,15,4.6,8,6.3,2252
2012,1,7,0,0,5,4.2,999,99,9999
2012,1,7,0,10,7,4.4,999,99,9999
2012,1,7,0,20,10,4,999,99,9999
2012,1,7,0,30,359,4.8,999,99,9999
2012,1,7,0,40,6,3.4,999,99,9999
2012,1,7,0,50,2,4.5,353,7,23
2012,1,7,1,0,5,4.6,999,99,9999
2012,1,7,1,10,4,4.7,999,99,9999
2012,1,7,1,20,11,4.9,999,99,9999
2012,1,7,1,30,12,5.1,999,99,9999
2012,1,7,1,40,17,4.8,999,99,9999
2012,1,7,1,50,12,5.1,12,7.2,122
2012,1,7,2,0,11,4.5,999,99,9999
2012,1,7,2,10,7,4.3,999,99,9999
2012,1,7,2,20,4,4,999,99,9999
2012,1,7,2,30,3,4,999,99,9999
2012,1,7,2,40,15,4.4,999,99,9999
2012,1,7,2,50,8,4,28,5.9,151
2012,1,7,3,0,357,4.1,999,99,9999
2012,1,7,3,10,11,3.6,999,99,9999
2012,1,7,3,20,358,4,999,99,9999
2012,1,7,3,30,2,3.9,999,99,9999
2012,1,7,3,40,358,3.9,999,99,9999
2012,1,7,3,50,3,4.1,1,5.4,334
2012,1,7,4,0,359,4,999,99,9999
2012,1,7,4,10,360,3.7,999,99,9999
2012,1,7,4,20,3,4,999,99,9999
2012,1,7,4,30,3,3.6,999,99,9999
2012,1,7,4,40,5,4.1,999,99,9999
2012,1,7,4,50,360,4.3,359,6.1,409
2012,1,7,5,0,3,4.1,999,99,9999
2012,1,7,5,10,3,4.5,999,99,9999
2012,1,7,5,20,5,4.6,999,99,9999
2012,1,7,5,30,7,4.4,999,99,9999
2012,1,7,5,40,5,4.6,999,99,9999
2012,1,7,5,50,359,4.7,353,6.1,544
2012,1,7,6,0,2,4.4,999,99,9999
2012,1,7,6,10,10,4.6,999,99,9999
2012,1,7,6,20,3,4.7,999,99,9999
2012,1,7,6,30,10,4.8,999,99,9999
2012,1,7,6,40,8,4.6,999,99,9999
2012,1,7,6,50,9,4.6,3,6.3,619
2012,1,7,7,0,11,4.6,999,99,9999
2012,1,7,7,10,17,4.7,999,99,9999
2012,1,7,7,20,20,4.5,999,99,9999
2012,1,7,7,30,17,4.6,999,99,9999
2012,1,7,7,40,15,4.4,999,99,9999
2012,1,7,7,50,16,4.2,17,6,711
2012,1,7,8,0,26,4.4,999,99,9999
2012,1,7,8,10,27,4,999,99,9999
2012,1,7,8,20,31,4.3,999,99,9999
2012,1,7,8,30,30,3.8,999,99,9999
2012,1,7,8,40,27,4,999,99,9999
2012,1,7,8,50,30,4.5,44,5.9,842
2012,1,7,9,0,28,3.8,999,99,9999
2012,1,7,9,10,15,3.9,999,99,9999
2012,1,7,9,20,37,3.9,999,99,9999
2012,1,7,9,30,19,3.8,999,99,9999
2012,1,7,9,40,33,3.6,999,99,9999
2012,1,7,9,50,45,4.2,33,5.9,941
2012,1,7,10,0,49,3.6,999,99,9999
2012,1,7,10,10,40,3.5,999,99,9999
2012,1,7,10,20,40,2.7,999,99,9999
2012,1,7,10,30,31,2.7,999,99,9999
2012,1,7,10,40,9,2.8,999,99,9999
2012,1,7,10,50,354,2.4,55,6,1007
2012,1,7,11,0,42,2.5,999,99,9999
2012,1,7,11,10,40,3.6,999,99,9999
2012,1,7,11,20,25,1.6,999,99,9999
2012,1,7,11,30,18,3.5,999,99,9999
2012,1,7,11,40,21,2.5,999,99,9999
2012,1,7,11,50,22,2,22,5.5,1126
2012,1,7,12,0,33,4.2,999,99,9999
2012,1,7,12,10,38,4.4,999,99,9999
2012,1,7,12,20,41,3.1,999,99,9999
2012,1,7,12,30,31,4,999,99,9999
2012,1,7,12,40,28,3.5,999,99,9999
2012,1,7,12,50,43,3.8,49,6.4,1158
2012,1,7,13,0,47,4.2,999,99,9999
2012,1,7,13,10,28,3.3,999,99,9999
2012,1,7,13,20,41,3.9,999,99,9999
2012,1,7,13,30,38,4.4,999,99,9999
2012,1,7,13,40,47,3.3,999,99,9999
2012,1,7,13,50,28,3.8,26,7.1,1325
2012,1,7,14,0,39,3,999,99,9999
2012,1,7,14,10,45,3.8,999,99,9999
2012,1,7,14,20,55,2.9,999,99,9999
2012,1,7,14,30,49,2.1,999,99,9999
2012,1,7,14,40,39,2.3,999,99,9999
2012,1,7,14,50,45,4.2,27,6.6,1446
2012,1,7,15,0,29,2.2,999,99,9999
2012,1,7,15,10,23,2.5,999,99,9999
2012,1,7,15,20,39,3.1,999,99,9999
2012,1,7,15,30,49,2.4,999,99,9999
2012,1,7,15,40,46,2.8,999,99,9999
2012,1,7,15,50,53,2.5,32,5.2,1518
2012,1,7,16,0,57,2.4,999,99,9999
2012,1,7,16,10,46,2.7,999,99,9999
2012,1,7,16,20,49,3.3,999,99,9999
2012,1,7,16,30,35,2.8,999,99,9999
2012,1,7,16,40,60,3.8,999,99,9999
2012,1,7,16,50,40,3.3,23,6,1643
2012,1,7,17,0,48,2.9,999,99,9999
2012,1,7,17,10,43,3.4,999,99,9999
2012,1,7,17,20,36,4.1,999,99,9999
2012,1,7,17,30,52,2.4,999,99,9999
2012,1,7,17,40,40,3.1,999,99,9999
2012,1,7,17,50,49,3.9,31,5.6,1715
2012,1,7,18,0,44,2.9,999,99,9999
2012,1,7,18,10,43,3.8,999,99,9999
2012,1,7,18,20,46,3.4,999,99,9999
2012,1,7,18,30,53,4.4,999,99,9999
2012,1,7,18,40,56,4,999,99,9999
2012,1,7,18,50,49,4,61,6.6,1824
2012,1,7,19,0,61,3.5,999,99,9999
2012,1,7,19,10,57,4,999,99,9999
2012,1,7,19,20,56,4,999,99,9999
2012,1,7,19,30,57,4.2,999,99,9999
2012,1,7,19,40,69,4.5,999,99,9999
2012,1,7,19,50,63,4.9,73,6.9,1941
2012,1,7,20,0,55,4.7,999,99,9999
2012,1,7,20,10,73,5.4,999,99,9999
2012,1,7,20,20,69,5.4,999,99,9999
2012,1,7,20,30,73,4.7,999,99,9999
2012,1,7,20,40,69,5.1,999,99,9999
2012,1,7,20,50,79,4.1,68,7.2,2013
2012,1,7,21,0,72,5.2,999,99,9999
2012,1,7,21,10,74,4.3,999,99,9999
2012,1,7,21,20,69,3.6,999,99,9999
2012,1,7,21,30,61,3.1,999,99,9999
2012,1,7,21,40,63,3.2,999,99,9999
2012,1,7,21,50,55,3,98,6.8,2052
2012,1,7,22,0,61,2.4,999,99,9999
2012,1,7,22,10,66,2.7,999,99,9999
2012,1,7,22,20,97,1.8,999,99,9999
2012,1,7,22,30,82,2.1,999,99,9999
2012,1,7,22,40,79,2.3,999,99,9999
2012,1,7,22,50,56,3,86,4.3,2236
2012,1,7,23,0,61,2.7,999,99,9999
2012,1,7,23,10,67,2,999,99,9999
2012,1,7,23,20,47,1.8,999,99,9999
